NodeId,PageRank,NeighborId,CommunityId
"""subserosa""",0.15969581700483723,"""distal anal canal""",0
"""muscularis propria""",0.34125000000000005,"""cecum""",0
"""muscularis propria""",0.34125000000000005,"""rectum""",0
"""muscularis propria""",0.34125000000000005,"""transitional anal canal""",0
"""muscularis propria""",0.34125000000000005,"""appendix""",0
"""muscularis propria""",0.34125000000000005,"""descending colon""",0
"""muscularis propria""",0.34125000000000005,"""ascending colon""",0
"""muscularis propria""",0.34125000000000005,"""splenic flexure""",0
"""muscularis propria""",0.34125000000000005,"""transverse colon""",0
"""muscularis propria""",0.34125000000000005,"""hepatic flexure""",0
"""muscularis propria""",0.34125000000000005,"""sigmoid colon""",0
"""muscularis propria""",0.34125000000000005,"""ileocecal valve""",0
"""muscularis propria""",0.34125000000000005,"""proximal anal canal""",0
"""muscularis propria""",0.34125000000000005,"""distal anal canal""",0
"""muscularis prorpia""",0.34125000000000005,"""ascending colon""",0
"""muscularis prorpia""",0.34125000000000005,"""transverse colon""",0
"""muscularis prorpia""",0.34125000000000005,"""ileocecal valve""",0
"""muscularis prorpia""",0.34125000000000005,"""transitional anal canal""",0
"""muscularis prorpia""",0.34125000000000005,"""cecum""",0
"""muscularis prorpia""",0.34125000000000005,"""descending colon""",0
"""muscularis prorpia""",0.34125000000000005,"""appendix""",0
"""muscularis prorpia""",0.34125000000000005,"""hepatic flexure""",0
"""muscularis prorpia""",0.34125000000000005,"""proximal anal canal""",0
"""muscularis prorpia""",0.34125000000000005,"""sigmoid colon""",0
"""muscularis prorpia""",0.34125000000000005,"""rectum""",0
"""muscularis prorpia""",0.34125000000000005,"""splenic flexure""",0
"""muscularis prorpia""",0.34125000000000005,"""distal anal canal""",0
"""serosa""",0.1625615736804324,"""appendix""",0
"""serosa""",0.1625615736804324,"""transverse colon""",0
"""serosa""",0.1625615736804324,"""ileocecal valve""",0
"""serosa""",0.1625615736804324,"""descending colon""",0
"""serosa""",0.1625615736804324,"""hepatic flexure""",0
"""serosa""",0.1625615736804324,"""cecum""",0
"""serosa""",0.1625615736804324,"""sigmoid colon""",0
"""serosa""",0.1625615736804324,"""rectum""",0
"""serosa""",0.1625615736804324,"""ascending colon""",0
"""serosa""",0.1625615736804324,"""splenic flexure""",0
"""serosa""",0.1625615736804324,"""serosa""",0
"""free coli""",0.22727270595548213,"""hepatic flexure""",0
"""free coli""",0.22727270595548213,"""splenic flexure""",0
"""free coli""",0.22727270595548213,"""ascending colon""",0
"""free coli""",0.22727270595548213,"""sigmoid colon""",0
"""free coli""",0.22727270595548213,"""free coli""",0
"""free coli""",0.22727270595548213,"""omental coli""",0
"""free coli""",0.22727270595548213,"""descending colon""",0
"""free coli""",0.22727270595548213,"""mesocolic coli""",0
"""free coli""",0.22727270595548213,"""tenia coli""",0
"""free coli""",0.22727270595548213,"""transverse colon""",0
"""mesocolic coli""",0.22727270595548213,"""descending colon""",0
"""mesocolic coli""",0.22727270595548213,"""mesocolic coli""",0
"""mesocolic coli""",0.22727270595548213,"""transverse colon""",0
"""mesocolic coli""",0.22727270595548213,"""hepatic flexure""",0
"""mesocolic coli""",0.22727270595548213,"""free coli""",0
"""mesocolic coli""",0.22727270595548213,"""tenia coli""",0
"""mesocolic coli""",0.22727270595548213,"""ascending colon""",0
"""mesocolic coli""",0.22727270595548213,"""splenic flexure""",0
"""mesocolic coli""",0.22727270595548213,"""omental coli""",0
"""mesocolic coli""",0.22727270595548213,"""sigmoid colon""",0
"""omental coli""",0.22727270595548213,"""omental coli""",0
"""omental coli""",0.22727270595548213,"""transverse colon""",0
"""omental coli""",0.22727270595548213,"""tenia coli""",0
"""omental coli""",0.22727270595548213,"""ascending colon""",0
"""omental coli""",0.22727270595548213,"""free coli""",0
"""omental coli""",0.22727270595548213,"""descending colon""",0
"""omental coli""",0.22727270595548213,"""sigmoid colon""",0
"""omental coli""",0.22727270595548213,"""splenic flexure""",0
"""omental coli""",0.22727270595548213,"""hepatic flexure""",0
"""omental coli""",0.22727270595548213,"""mesocolic coli""",0
"""tenia coli""",0.22727270595548213,"""sigmoid colon""",0
"""tenia coli""",0.22727270595548213,"""descending colon""",0
"""tenia coli""",0.22727270595548213,"""hepatic flexure""",0
"""tenia coli""",0.22727270595548213,"""omental coli""",0
"""tenia coli""",0.22727270595548213,"""free coli""",0
"""tenia coli""",0.22727270595548213,"""mesocolic coli""",0
"""tenia coli""",0.22727270595548213,"""splenic flexure""",0
"""tenia coli""",0.22727270595548213,"""tenia coli""",0
"""tenia coli""",0.22727270595548213,"""transverse colon""",0
"""tenia coli""",0.22727270595548213,"""ascending colon""",0
"""apocrine gland""",0.15000000000000002,"""dermis""",0
"""apocrine glands""",0.15000000000000002,"""dermis""",0
"""dermal skin-associated lymphoid tissue""",0.15000000000000002,"""subcutaneous""",0
"""dermal skin-associated lymphoid tissue""",0.15000000000000002,"""dermis""",0
"""subcutaneous skin-associated lymphoid tissue""",0.15000000000000002,"""subcutaneous""",0
"""subcutaneous skin-associated lymphoid tissue""",0.15000000000000002,"""dermis""",0
"""connective tissue""",0.15000000000000002,"""subcutaneous""",0
"""connective tissue""",0.15000000000000002,"""dermis""",0
"""fibroconnective tissue""",0.15000000000000002,"""subcutaneous""",0
"""fibroconnective tissue""",0.15000000000000002,"""dermis""",0
"""interlobular connective tissue""",0.15000000000000002,"""subcutaneous""",0
"""interlobular connective tissue""",0.15000000000000002,"""dermis""",0
"""blood vessels""",0.15000000000000002,"""dermis""",0
"""sebaceous gland""",0.15000000000000002,"""dermis""",0
"""sebaceous glands""",0.15000000000000002,"""dermis""",0
"""hair follicle""",0.15000000000000002,"""dermis""",0
"""hair follicles""",0.15000000000000002,"""dermis""",0
"""vessel""",0.15000000000000002,"""subcutaneous""",0
"""vessel""",0.15000000000000002,"""dermis""",0
"""eccrine (sweat) gland""",0.15000000000000002,"""dermis""",0
"""eccrine (sweat) glands""",0.15000000000000002,"""dermis""",0
"""nerve""",0.15000000000000002,"""subcutaneous""",0
"""nerve""",0.15000000000000002,"""dermis""",0
"""external anal sphincter""",0.15000000000000002,"""subcutaneous""",0
"""stratum basale (sb)""",0.15000000000000002,"""epidermis""",0
"""stratum basale (sb)""",0.15000000000000002,"""skin""",0
"""stratum spinosum (ss)""",0.15000000000000002,"""epidermis""",0
"""stratum spinosum (ss)""",0.15000000000000002,"""skin""",0
"""stratum granulosum (sg)""",0.15000000000000002,"""skin""",0
"""stratum granulosum (sg)""",0.15000000000000002,"""epidermis""",0
"""stratum corneum (sc)""",0.15000000000000002,"""epidermis""",0
"""stratum corneum (sc)""",0.15000000000000002,"""skin""",0
"""nail plate""",0.15000000000000002,"""epidermis""",0
"""nail plate""",0.15000000000000002,"""skin""",0
"""crypt""",0.15000000000000002,"""lymphcyte""",0
"""crypt""",0.15000000000000002,"""lymphocyte""",0
"""crypt""",0.15000000000000002,"""epithelium""",0
"""crypt""",0.15000000000000002,"""mucosa""",0
"""gut associated lymphoid tissue (galt) /lamina propria""",0.15000000000000002,"""submucosa""",0
"""gut associated lymphoid tissue (galt) /lamina propria""",0.15000000000000002,"""mucosa""",0
"""gut associated lymphoid tissue (galt)/ lamina propria""",0.15000000000000002,"""mucosa""",0
"""gut associated lymphoid tissue (galt)/ lamina propria""",0.15000000000000002,"""submucosa""",0
"""gut associated lymphoid tissue (galt)/isolated lymphoid follicles (ilf)""",0.15000000000000002,"""mucosa""",0
"""gut associated lymphoid tissue (galt)/isolated lymphoid follicles (ilf)""",0.15000000000000002,"""submucosa""",0
"""gut associated lymphoid tissue (galt)/lamina propria""",0.15000000000000002,"""mucosa""",0
"""gut associated lymphoid tissue (galt)/lamina propria""",0.15000000000000002,"""submucosa""",0
"""anal gland""",0.15000000000000002,"""submucosa""",0
"""intermediate layer""",0.15000000000000002,"""submucosa""",0
"""submucosal plexus of henle""",0.15000000000000002,"""submucosa""",0
"""submucosal plexus of meissner""",0.15000000000000002,"""submucosa""",0
"""myenteric plexus of auerbach""",0.15000000000000002,"""muscularis prorpia""",0
"""myenteric plexus of auerbach""",0.15000000000000002,"""muscularis propria""",0
"""circular muscle layer""",0.15000000000000002,"""muscularis prorpia""",0
"""circular muscle layer""",0.15000000000000002,"""muscularis propria""",0
"""longitudinal muscle layer""",0.15000000000000002,"""muscularis prorpia""",0
"""longitudinal muscle layer""",0.15000000000000002,"""muscularis propria""",0
